語	級別	舊	漢字・原文	備註	發音	中文意思
えきたい	2		液体		0	液體
えさ	2		餌		2	飼料
エスカレーター	3		escalator		4	電動手扶梯、自動樓梯
えだ	3		枝		0	枝、樹枝
エチケット	2		étiquette	フランス語	1,3	禮儀、規矩
えつらん	1		閲覧		0	閱覽
エネルギー	2		Energie	ドイツ語	2,3	能源、精力
えのぐ	2		絵具		0	顏料
エプロン	2		apron		1	圍裙
えもの	1		獲物		0,3	順手的武器
えらい	2		偉い		2	偉大的、地位高、嚴重
えらぶ	3		選ぶ		2	選擇
えり	1		襟		2	領子
える//うる	2		得る		1	得到
エレガント	1		elegant		1	優美的
エレベーター	4		elevator		3	電梯
えん	4		〜円			日元、圓
えん	2		円		1	圓周、日元
えん	2		〜園			園
えん	1		縁		1	緣
えんかい	2		宴会		0	宴會
えんかつ	1		円滑		0	順利圓滿
えんがわ	1		縁側		0	簷下的走廊
えんがん	1		沿岸		0	沿岸
えんき	2		延期		0	延期
えんぎ	2		演技		1	演技
えんきょく	1		婉曲		0	婉轉
えんげい	2		園芸		0	園藝
えんげき	2		演劇		0	戲劇
エンジニア	1		engineer		3	工程師、技師
えんしゅう	2		演習		0	實地演習、課堂討論
えんしゅう	2		円周		0	圓周
えんしゅつ	1		演出		0	演出
えんじょ	2		援助		1	援助
えんじる．ずる	1		演じる．ずる		0	扮演
エンジン	2		engine		1	引擎、發動機
えんぜつ	2		演説		0	演說
えんせん	1		沿線		0	沿線
えんそう	2		演奏		0	演奏
えんそく	2		遠足		0	遠足
えんだん	1		縁談		0	提親
えんちょう	2		延長		0	延長
えんとつ	2		煙突		0	煙囪
えんぴつ	4		鉛筆		0	鉛筆
えんぽう	1		遠方		0	遠處
えんまん	1		円満		0	圓滿
えんりょ（する）	3		遠慮（する）		0	遠慮
お	1		尾		1	尾巴、尾狀物
お//おん〜	4		御〜			表示尊敬、表示謙遜
おい	2		甥		0	外甥
おい	2		おい	感動詞	1	喂
おいかける	2		追い掛ける		4	追趕
おいこす	2		追い越す		3	越過
おいこむ	1		追い込む		3	趕入
おいしい	4		美味しい		0	好吃的、美味的
おいだす	1		追い出す		3	趕出去
おいつく	2		追い付く		3	追上
おいて	2	*1	於いて		1	在…
おいでになる	3		お出でになる		5	來、去
オイル	2		oil		1	油、石油
おいる	1		老いる		2	年老
おいわい	3		お祝い		0	祝福
おう	2		追う		0	追求、趕、驅逐
おう	2		王		1	國王
おう	1		負う		0	背、負負擔
おうえん	2		応援		0	援助、支援
おうきゅう	1		応急		0	應急
おうごん	1		黄金		0	黃金、金錢
おうさま	2		王様		0	國王
おうじ	2		王子		1	王子
おうじょ	2		王女		1	王女
おうじる・おうずる	2		応じる・応ずる		0	回答、接受
おうしん	1		往診		0	出診
おうせつ	2		応接		0	應接、接待
おうせつま	0	*3	応接間		0	接待室
おうたい	2		応対		0	應對、面談、應酬
おうだん	2		横断		0	橫斷、橫渡、橫穿
おうだんほどう	2	*0	横断歩道		5	人行道（横穿馬路的）
おうふく	2		往復		0	往復、往返
おうべい	2		欧米		0	歐美
おうぼ	1		応募		0	應募、應召、應徵
おうよう	2		応用		0	應用、運用
おえる	2		終える		0	完結、終了、結束
おお	2		おお	感動詞	1	噢、哎呀
おお	2		大〜			大、廣、多
おおい	4	*3	多い		1	多的
おおい	2		おおい	感動詞		喂
おおいに	2		大いに		1	大、非常、很、甚
おおう	2		覆う		0	蓋、覆蓋、蒙、掩蓋、隱藏
おおかた	1		大方		0	基本上、大體上、大概
おおがら	1		大柄		0	體型大、個兒大
おおきい	4		大きい		3	大的、巨大的、高大的
おおきな	4	*3	大きな		1	大、大的
オーケー	1		okay		1	好、可以
おおげさ	1		大袈裟		0	誇大、誇張、小題大作
オーケストラ	2		orchestra		3	管弦樂團
おおざっぱ	1		大雑把		3	草率地、粗枝大葉地
おおすじ	1		大筋		0	大綱、梗概、提綱
おおぜい	4		大勢		3	人數眾多、許多人、大家
おおぞら	1		大空		3	太空、天空
おおどおり	2		大通り		3	大街
オートバイ	3		auto+bicycle	和製英語	3	摩托車
オートマチック//オートマティク	1		automatic		4,5	自動的
オートメーション	2		automation		4	自動控制、自動裝置
オーバー	3		overcoat		1	外套、大衣
オーバー	2		over		1	外套
オーバーコート	0	*2	overcoat		1	外套、大衣
オーバーする	1		over		1	超過
おおはば	1		大幅		0	寬幅、廣泛、大幅度
オープン	1		open		1	打開、開場、開店、公開、露天
おおまか	1		大まかな		0	大手大腳、潦草、籠統
おおみず	1		大水		0,3	大水、洪水
おおや	2		大家		0	房東、房產主
おおやけ	1		公		0	公、公家、公共
おおよそ	2		大凡		0	一般、普通大概
おか	2		丘		0	丘陵、小山包
おかあさま	2		お母様		2	〔敬語〕媽媽、令堂
おかあさん	4		お母さん		2	媽媽、令堂、母親
おかえり。	2		御帰り。	挨拶語	0	（你）回來了
おかえりなさい。	3		御帰りなさい。	挨拶語	6	（你）回來了
おかげ	3		御蔭		0	托福、多虧、多虧
おかけください。	2		御掛け-下さい。	挨拶語	0--3	請坐
おかげさまで。	3		御蔭様で。	挨拶語	0	託您的福
おかし	4		お菓子		2	點心
おかしい	3	*1	可笑しい		3	可笑、奇怪的、滑稽
おかす	2	*2	犯す		2	違犯、冒犯
おかす	2		侵す		2	侵犯、侵害
おかず	2		おかず		0	菜、副食
おかね	4		お金		0	錢
おかまいなく。	2		御構いなく。	挨拶語	5	不顧、不管、不放在心上
おがむ	2		拝む		2	叩拜、作揖、懇求
おかわり	2		お代り		2	再盛一碗
おき	3		〜置き			隔、每隔
おき	2		沖		0	海面、海上
おぎなう	2		補う		3	彌補、補償、補充
おきのどくに。	2		お気の毒に。	挨拶語	0	太遺憾了
おきる	4		起きる		2	起來、起床
おく	4		置く		0	放置、放下、設置
おく	3		億		1	億
おく	2		奥		1	裡頭、內部、盡頭、深處
おくがい	2		屋外		2	戶外、室外、屋外
おくさま	2		奥様		1	〔敬語〕夫人
おくさん	4		奥さん		1	夫人
おくじょう	3		屋上		0	屋頂
おくびょう	1		臆病		3	膽小、膽怯
おくらす	1		遅らす		0	推辭、拖延
おくりがな	2		送り仮名		0	漢字訓讀時寫在下面的假名
おくりもの	3		贈り物		0	禮物
おくる	3		送る		0	送、送行、寄、推辭
おくれ	1		遅れ		0	落後、不時興、敗興、輸、敗
おくれる	3		遅れる		0	遲、耽誤、落後、後進
（では）おげんきで	4		（では）お元気で。	挨拶語	(1)2	（那麼）請多保重
おげんきですか。	2		御元気ですか。	挨拶語	2	近來好嗎
おこさん	3		お子さん		0	小孩、令郎（尊稱對方的兒子）
おこす	3		起こす		2	發生、引起、叫醒、喚醒
おごそか	1		厳か		2	嚴肅、莊重
おこたる	1	*2	怠る		3	怠慢、怠惰、懈怠、疏忽
おこない	1		行ない		0	行動、行為、品行
おこなう	3		行なう		0	實施、舉行
おこる	3		怒る		2	生氣
おこる	2		起こる		2	發生
おごる	1		奢る「夕食を〜」		0	奢侈
おさえる	2		押さえる//抑える		2,3	按、壓、抓住//壓制、抑制
おさきに。	2		御先に。	挨拶語	0	先、占先
おさけ	4		御酒		0	酒
おさない	2		幼い		3	幼小的
おさまる	1		収まる//納まる//治まる		3	納入、存、安定//平定、平靜//容納
おさめる	2		収める//納める//治める		3	收、放進、獲得//交納、收入//平定、治理
おさら	4		お皿		0	盤子
おさん	1		お産		0	出產
おじ（さん）	4		叔父、伯父（さん）		0	伯父、叔父
おしい	2		惜しい		2	可惜的
おじいさん	4		お爺さん		2	祖父、老爺爺
おしいれ	3		押入れ		0	壁櫥
おしえ	1		教え		0	教訓
おしえる	4		教える		0	教導、指點、教授
おじぎ	2		御辞儀		0	敬禮
おしきる	1		押し切る		3	切斷
おしこむ	1		押し込む		3	闖入
おじさん	2		小父さん		0	老白、叔叔
おしむ	1		惜しむ		2	愛惜
おしゃべり	2		お喋り		2	愛說話
おじゃまします。	2		御邪魔します。	挨拶語	5	打擾了
おしゃれ	2		お洒落		2	愛漂亮(的人)
おじょうさん	3		お嬢さん		2	令嬡
おしよせる	1		押し寄せる		4	蜂湧而來
おす	4		押す		0	推、壓、按
おす	1		雄		2	公、雄
おせじ	1		お世辞		0	恭維話
おせわになりました。	2		御世話に-なりました。	挨拶語	2--3	受您照顧了
おせん	2		汚染		0	污染
おそい	4		遅い		0	遲緩的、慢
おそう	1		襲う		0	襲擊
おそくとも	1		遅くとも		2	最晚
おそらく	2		恐らく		2	恐怕
おそれ	2	*1	恐れ		3	恐懼
おそれいる	1		恐れ入る		2	惶恐、不好意思
おそれる	2		恐れる		3	恐懼、害怕
おそろしい	2		恐ろしい		4	可怕的
おそわる	2		教わる		0	讓--教、跟--學習
おだいじに。	3		御大事に。	挨拶語	0	請保重、請好好照顧身体
おたがい	2		お互い（に）		0	彼此、互相
おたく	3		お宅		0	府上
おだてる	1		煽てる		0	煽動、奉承
おだやか	2		穏やか		2	平靜
おちこむ	1		落ち込む		0	陷入
おちつき	1		落ち着き		0	沉著
おちつく	2		落ち着く		0	穩定下來、安定
おちば	1		落ち葉		1	落葉
おちゃ	4		お茶		0	茶
おちる	3		落ちる		2	落下、掉落、脫落
おつ	1		乙		1	乙、別緻、奇特
おつかい	1		お使い		0	辦事、購物
おっかない	1		おっかない		4	可怕
おっしゃる	3		仰る		3	說
おっと	3	*2	夫		0	丈夫
おつり	3	*0	御釣		0	找回的銭、找零
おてあげ	1		お手上げ		0	毫無辦法
おてあらい	4		御手洗い		3	廁所、洗手間
おでかけ	2		お出掛け		0	出門
おてつだいさん	2		お手伝いさん		2	幫傭
おと	3		音		2	聲音
おとうさん	4		お父さん		2	父親、爸爸
おとうと	4		弟		4	弟弟
おどおど	1		おどおど		1	提心吊膽
おどかす	2		脅かす		0	威脅、嚇唬
おとこ	4		男		3	男子
おとこのこ	4		男の子		3	男孩
おとこのひと	2		男の人		0	男人
おとしもの	2		落し物		0,5	失物
おとす	3		落とす		2	扔下、丟下、使〜落下
おどす	1		脅す		0	威脅、恐嚇
おとずれる	1		訪れる		4	來訪、到來
おととい	4		一昨日		0,3	昨天
おととし	4		一昨年		2	昨年
おとな	4		大人		0	大人、成人
おとなしい	2		大人しい		4	老實的
おとも	1		お供		2	陪伴跟隨
おどり	3		踊り		0	舞蹈
おとる	2		劣る		0,2	劣、次
おどる	3		踊る		0	跳舞
おとろえる	1		衰える		4	衰落
おどろかす	2		驚かす		4	使--吃驚、驚動
おどろき	1		驚き		4	吃驚、驚恐
おどろく	3		驚く		3	吃驚、驚訝、出乎意料
おないどし	1		同い年		2	同年、同歲
おなか	4		お腹		0	肚子
おなじ	4		同じ		0	一樣、相同
おに	2		鬼		2	鬼、怪物、冷酷的人
おにいさん	4		お兄さん		2	哥哥
おねえさん	4		お姉さん		2	姊姊
おねがいします。	4		御願い-します。	挨拶語	0--2	拜託您了、麻煩請…、請…
おのおの	2		各々		2	各自
おのずから	1		自ずから		0	自然而然地
おば	3		叔母		0	伯母
おば（さん）	4		叔母、伯母（さん）		0	伯母
おばあさん	4		お婆さん		2	祖母、老婆婆
おばさん	2		小母さん		0	大娘、大嬸
おはようございます。	4		御早う御座います。	挨拶語	8	早安、早
おび	2		帯		1	帶子
おびえる	1		怯える		0,3	害怕
おびただしい	1		夥しい		5	很多
おびやかす	2		脅かす		4	威脅、強迫
おひる	2		お昼		2	白天、中午、午餐
おびる	1		帯びる		0,2	攜帶
オフィス	2		office		1	辦公室
おふくろ	1		御袋		0	母親
おふろ	4	*0	御風呂		2	藻盆、浴池
おべんとう	4		御弁当		0	便當
おぼえ	1		覚え		2,3	記憶、信任、自信
おぼえる	4		覚える		3	記得、學會
おぼれる	2		溺れる		0	溺水
おまいり	2		御参り		0	參拜
おまえ	2		御前		0	〔卑語〕你
おまけ	1		御負け		0	另外奉送、減價
おまたせしました。	3		御待たせ-しました。	挨拶語	0--2	讓您久等了
おまちください。	2		御待ち-下さい。	挨拶語	0--3	等候一下子
おまちどおさま。	2		御待ち遠様。	挨拶語	0	抱歉讓你久等了
おまつり	3		御祭り		0	祭祀、廟會
おまわりさん	4	*2	お巡りさん		2	警察、巡警
おみまい	3		御見舞い		0	探望
おみや	1		御宮		0	神社
おみやげ	3		御土産		0	禮物、記念品
おむつ	1		おむつ		2	尿布
おめでたい	2		御目出度い		0,4	可喜可賀
おめでとう。	2		御目出度う。	挨拶語	0	恭禧
おめでとうございます。	3		御目出度う-御座居ます。	挨拶語	0--4	恭禧
おめにかかる	2		御目に掛かる		0	〔謙讓語〕見面、拜會
おも	2		主な//主に		1	主要的、重要的//主要
おもい	4		重い		0	重、沉重
おもいがけない	2		思い掛けない		5,6	意想不到的
おもいきり	2		思い切り		0	死心、盡情地
おもいこむ	2		思い込む		0,4	深信
おもいだす	3		思い出す		2,4	回想起來、想起
おもいつき	1		思い付き		0	一時想起
おもいっきり	2		思い切り		0	盡情地
おもいつく	2		思い付く		0,4	忽然想起
おもいで	2		思い出		0	回憶
おもう	3		思う		2	想、認為
おもしろい	4		面白い		4	有趣、好笑
おもたい	2		重たい		0	重、沉重的
おもちゃ	3		玩具		2	玩具
おもて	3		表		3	正面、表面
おもむき	1		趣		0	趣味
おもむく	1		赴く		3	赴、前往
おもわず	2		思わず		2	沒想到
おもんじる・ずる	1		重んじる・ずる		0,4	注重
おや	3		おや	感動詞	1,2	哎呀
おや	2		親		1	父母
おやじ	1		親父		0	父親、老板
おやすみ。	2		お休み。	挨拶語	0	晚安
おやすみなさい。	4		お休みなさい。	挨拶語	6	晚安
おやつ	2		御八つ		2	點心（下午３點左右吃的）
おやゆび	2		親指		0	大姆指
およぎ	2		泳ぎ		3	游
およぐ	4		泳ぐ		2	泳游
およそ	2		およそ		0	大概
および	1		及び		0,1	及
およぶ	1		及ぶ		0	及於、達到
およぼす	2		及ぼす		0,3	波及、帶來
おり	2		折		2	折疊、機會
おり	2		檻		2	檻、圏、籠
オリエンテーション	1		orientation		5	入學教育、定向
おりかえす	1		折り返す		0,3	翻折、折回
おりもの	1		織物		0,2	紡織
おりる	4		降りる		2	從高處下來
おりる	3		下りる		2	退位、降職
オリンピック	2	*0	Olympic		4	奧林匹克
おる	3		居る[「いる」の謙譲語]		1	〔謙讓語〕有、在
おる	3	*2	折る		1	折
おる	1		織る		1	織
オルガン	2		orgão	ポルトガル語	0	風琴
おれ	1		俺		0	〔卑語〕我（男子對同輩以下自稱）
おれい	3		御礼		0	謝禮、謝意
おれる	3		折れる		2	折斷、轉彎
オレンジ	2		orange		2	橘子、橙色
おろか	1		愚か		1	愚笨
おろす	2		卸す		2	批發
おろす	2		下ろす//降ろす		2	放下、取出//降下
おろそか	1		疎か		2	草率、疏忽
おわり	3		終わり		0	結束、終點
おわる	4		終わる		0	終了、結束
おわる	3	*2	〜終わる	補助動詞		終了、結束
おん	2		音		0	聲色、音色
おん	2		恩		1	恩情、恩典
おんがく	4		音楽		0,1	音樂
おんけい	2		恩恵		0	恩惠
おんしつ	2		温室		0	溫室栽培
おんせん	2		温泉		0	溫泉
おんたい	2		温帯		0	溫帶
おんだん	2		温暖		0	溫暖
おんちゅう	2		御中		0,1	公啟
おんど	2		温度		1	溫度
おんな	4		女		3	女子、婦女、雌的
おんなのこ	4		女の子		3	女孩、少女
おんなのひと	2		女の人		3	女人
おんぶ	1		負んぶ		1	背、叫人負擔
オンライン	1		online		3	聯線、線上
おんわ	1		温和		1	溫和、穩健
か	3		〜家			職業
か	2		蚊		0	蚊子
か	2		可		1	可、可以
か	2		課		1	課、股
か	2		〜下			情況下
か	2		〜化			事物的變化
か	2		〜日			日數
